question_id,method,selected_slot,selected_source,automatic_error_type,correct,expected_columns,candidate_columns,gold_columns,candidate_rows,gold_rows,difficulty,order_sensitive,tables,sql_feature_tags,candidate_sql_sha256,gold_sql_sha256
Q134,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,assets|locations,aggregation|filter|join,3CFA924D0D5EE3C1172E5EA3FA2068C41AE9CEDDFC1FEC5A05641657D784D11B,5868892DB40C5387F6F38780322F8B7726F2AC0E3807C27476D38BCC6BEA2C96
Q135,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,assets|locations,aggregation|filter|join,1581484B24E75E75AA1BDE35832FCF2A5B01F27FD20A7404CE27AFC5E6A40BEF,B6590CBD8A77D19F0637FC55A4B7B4C4D010F580907B133F89B6908F4387E40E
Q136,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,assets|locations,aggregation|filter|join,2B06D7496B676D74FA091F386C3474E188D329370E839EE7F739CF440E312A5B,FD0D4C193FFA8524DA8C0A9C846DBCC039FA29FDB7034474E85704812AA3FF03
Q137,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,assets|locations,aggregation|filter|join,A65450E5D317B461C09B798F8C658230C1E3CEB17E01457AA9D027FE588CF0FC,C510A4F480C890919D61542527C4484503C79E7F886440DD697CBB05C07933CE
Q138,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,1,1,1,1,1,easy,0,assets|locations,aggregation|filter|join,38411843BEB4A7AEED36CD10B5109FE01CF35D1CFBF42E65436320F739A041AF,E4232AC36C8531B610F07F35323BE6D3CE210DCA9100C1F2AA5B079F951DEE7B
Q139,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,3,3,3,5,5,medium,1,assets|sensor_readings,filter|float|join|order-by,9C5A86F6156FBC8535C00F78B20AF6ECF2E5818F0D8B17EAFD03AFC45F021380,CBD1D3E389EDFEB07D635046BF87B3AC06B895497ABBA66F9042635E26DB3898
Q140,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,3,3,3,0,0,medium,1,assets|sensor_readings,filter|float|join|order-by,EADD8EE0A2837965A6B82E9A65606D78D4979B472BA382EC22B425BB45A813EB,E7AFD864A4AA0E3CAC06A707B65998B52154E8B0F3A5C20981AFEEF477184D24
Q141,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,3,3,3,4,4,medium,1,assets|sensor_readings,filter|float|join|order-by,E0F20DD414BB8811DC7F29ADAD04107FE0D0167B69176731E7ED3DE62B5A65CF,1685D70047643A73A4164ABDE6309B16C601C2977B18934007C18EECDF897710
Q142,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,3,3,3,1,1,medium,1,assets|sensor_readings,filter|float|join|order-by,94C5D9B2696882056AB1EF29B7382916D2186185197E451FC346693E998AE7C4,405A64E16DDAA9687274876C39A48D52B4A8981C6F921FC1CAB143A62FE0426F
Q143,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,3C4F651845C93619B00E894FCDE97841ECB78D929A361F847627F39C1D979BB6,75DB2BB201FC12F0B95501B54A5C07CBFD34967343A841E33BD482D1589E95EC
Q144,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,0FA5BDB9FEA64F94D4703BF9E6EFFF60F8ECF5C2D8AC20E15A6766DF65C1280D,9F8B6C3EB40E1299F3897C588A9B22C155B5A8897050055BD39A5ADC5E8032C1
Q145,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,14B89DCDF5DBDF69FF06F5F9E16772F1A7B121998E1606A24B1BFDDCA01788B3,390831F1EC845FD04FB6ED5180DEF1CD8E9AE34C33AF169FA6EBB1A570445133
Q146,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,E73E10E8282B8C6B34680051CA2C9924F9C0E93AA2FBFD875923BDEB472D3C3B,61E87A91BF90AB9EADE434A189C56C88D06CAD7FDA382159B09FE7AF41EC44C6
Q147,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,4A09463D9486D00C68693F7C0F0AF59459E8A9FBE181CC59CB2D846D3B00B9CD,D02E0B94F1FAFED7347DC9D315E1493221E0DCE9A51FCF196D18A09C6418EAD8
Q148,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,CDB9CE1FC96A875C6715D0B0770F8639F300635064AE8BB47A14D43E89199F59,8F37A6BBC57A9825403293988A515C47DA291EED8AADE2FCAF6A6FA4998FAD9C
Q149,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,C15AAB416DBE8E95D9FD9F478B2F69C4C7E3D39C9060C42D1FD747B7C2124427,F43EC400DA2637333871AA585B3216D15ABF981E6DC60573E2ECE02411DC990E
Q150,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,9D947FC35B61A0F2E3EA6B433D97E0E5C03521EE1FB49EE648CA5FD5DDDB7CCC,A16707C49CBCAB649D990DD702407BC2DE34480945F2A11209859729D2A023CA
Q151,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,7F9489F9D2CAF402EF4D3AAD3CCD7BBB23A4D0D49DA769C9851EBFF05CE0794A,126170C47D2E3CA0EDC2B42E5ADF7D6C5157F26609EF764DB5967463075273BB
Q152,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,BF74327386B4F5BF9D78008D739EE979511082DFD657DAF59CF9BF2C96745F64,A06525F506CC29B994A1BFC5C4AECB3487B191266155C52478ED43FE3D6DE29D
Q153,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,15CC25CEE0E87EC6A6B89E4314BF30F19B6F74198D4FD17A366968B4A0024389,A83E9A730A6AACC9B9088F9771B13AE621E1A63421E10E4E21794BC6AD71F579
Q154,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,B6462F231C6BAFBE626CE862D59713D7794489E6211F8190BDFACC18EE490578,2A59F0DEFDEC674D7BDEC673A9496EE1EB5145624AE7E7C0BE4AC94C13945CC9
Q155,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,3,3,3,3,3,medium,1,technicians|work_orders,filter|join|order-by|time predicate,7F0B4258EAAB30319C9A4E9FC565576D9C357711E658345CB8D701C2CD54C26F,062CE20811406347D151CA4E22DBA322D05D1B3825E324112DB9CE764FDA29C3
Q156,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,3,3,3,3,3,medium,1,technicians|work_orders,filter|join|order-by|time predicate,3883BB5ABD7087B2E677BE64866104831B64097F5885D5AAE485A7BA189386E5,6DCF0711BBC668B378E362161CE11344D5B35053FB035999AE360B3E1F2231C4
Q157,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,3,3,3,2,2,medium,1,technicians|work_orders,filter|join|order-by|time predicate,B95E31B85D3C8CFD2BB262152004A5604C08CEF00C0E0B44ED8B6084BD30214D,FB6D8E9E5CA84C5904616D21D33DC95BB0A110D2A95408404D409B67616B3823
Q158,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,3,3,3,2,2,medium,1,technicians|work_orders,filter|join|order-by|time predicate,1FF77ED33113EE229D670E0D586573CFA6CB5CB8F19479DF7AC2D40FDC1BD27B,6B05DC20B411F54AAA4035EE49263BDEE0BEECBBD589739B735C27A8DCC4248F
Q159,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,3,3,3,2,2,medium,1,technicians|work_orders,filter|join|order-by|time predicate,AAEF2AE686E3BB2D10582E9020C02C56AA50E96FA47BBA2B72DE6EF25ABB35F9,7109EB7A63ACB3C165C8BB10379E0A025AE31BFF7200F2153763B20B858CFEE4
Q160,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,3,3,3,1,1,medium,1,technicians|work_orders,filter|join|order-by|time predicate,4DAB6BBEA8C027E00D5DDAD4290DD4A8050D7A8D55D97F693BB4FB0F6A32D0DB,247F64B9CC969BE0FF0892AF528AE7AFE444EAFFD19D28346A343A540BB0C620
Q161,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,3,3,3,1,1,medium,1,technicians|work_orders,filter|join|order-by|time predicate,3B15CBF8CBD5AA1810CB8F55F0E1D60A0F7244E8482B76BE6A9D0B87CFC4CEFF,920742F6A541EF4F368A8CF8A4E81F81E561FCF34A80C168B5320E37DE422F27
Q162,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,3,3,3,1,1,medium,1,technicians|work_orders,filter|join|order-by|time predicate,B74F66E4261D0D1CB3BE667A85C9F37C137871ABA58198107F3205AE7DEC6CD9,34F60EDE10AD27A162D4476A2999FB624150CD870349CF1DB8ADF95733ADB63C
Q163,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,4,4,4,2,2,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,2D46FE112A63095C8761E5833D250F70998B6C15BAF4FAF4800D58641958E857,25E50AD78502AE74A88196E85FC5B04BB17EBF7C044A0F4DDB8BE7EFC41A7544
Q164,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,4,4,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,008DAA643E101EE0AE0F698D35A3C245248044425BC4EBD0F0C39F0C421313E4,24343308951D9A4AD15EA16AED4C1111DEA20F71C709560A1A63C993D7856E40
Q165,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,4,4,4,2,2,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,5FD902208DAA75204516D27D5892792E86D6221CE0442D333839153DCE5EEE3C,1AA1604E51FB7FBACDC0F9CD0C147F0969E26C045A6582B8B193F8626030BEDB
Q166,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,4,4,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,6ABA839F8B3FD6D3EF63F8D1B7AD276C6C2C386E1E1E5B83F8D13F3D81244FB8,78C08665536FD82F0BB63C2D88909519E4E43FC25ED33C6E46137CF02AC686B0
Q167,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,4,4,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,A76F18C59801C5B5C0FC3B63BEA46E97581607A23CE24B8FFBF3A68E54B5E09D,1E4FC9DD39EF57631E9B8DE55D11073E1ED623CEFE82A9BFCD07854B13A499A5
Q168,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,4,4,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,5C45003C3B65B0F94E2DD438B49CB708D16D7F89A8896D2325D77931B2784958,23548329609A5AAB25EA63FAC74151F5E12AB062172F1F2941A475D547C8229A
Q169,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,wrong_denotation,0,4,4,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,3BE6C83AD8B1A344A6F92C5E2408F77B7544F3E25195BD956046CAE4624B24BE,CD7DEE4A8CD4D34D8182656ED8B8B804E2FB847D9A87EBB4DE189B88CCFA95F2
Q170,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,4,4,4,3,3,easy,1,work_orders,filter|order-by,1F09B0791D7C60793D8568CE90D2EB3B15F33D66F54D5761739ACE34431694CE,9B7C311EEAB47AA56F563E23732784E6F465A71E4F47F0BE48002F605883C7D4
Q171,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,4,4,4,2,2,easy,1,work_orders,filter|order-by,144798378E28F0A7830D68C648BC284D1374B3E4867AFEFAD18D81E0E2F712B0,844EDC49F7A38982CF8AD0B041D6DC6D095877F633AF52344098008FC3A4C348
Q172,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,4,4,4,1,1,easy,1,work_orders,filter|order-by,01485EF0B8CAED45AD9D396D021C2682D55B534D2EA2A83B913EA92D928A6ABC,4D4E7AA98D6EC5812C22119C7899C87B69FC97F7A572C809C4BEC64D0C7265AD
Q173,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,4,4,4,2,2,easy,1,work_orders,filter|order-by,5EA2DCCEA29EB1C19C8A47F59CDF9CB27DA27E92032D41CCB1E999E6C9F90AF8,CB010710A9965B256BD2BDAA71AF8B3CA3EBF649A754731CCB1CE356AD6C0908
Q174,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,4,4,4,2,2,easy,1,work_orders,filter|order-by,EA54FB8DE9F32CCCC8F9DFB80ED1C18565AAC4ABB18F905040E9F8A9D6A09465,23308ACB2435B92AF81B85E120A177C950FE3E25BC5714691826DB364C70788D
Q175,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,4,4,4,1,1,easy,1,work_orders,filter|order-by,9D3820231B29F99C0CFE69208F0A30AA2B859C04B4070F825F7A278FCC1EF59D,6D6450176EC9584C7E4A6FAD27AE50AFF27DA6820B61256BCBDCF1C25147B608
Q176,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,4,4,4,2,2,easy,1,work_orders,filter|order-by,3FF991C1CC61E28AE6BC5492C821698816AD5BF0B67D2A0DB2BCB09B9114F7FF,5BF700F629F5C03DD89F4DFE573E51E3842E624C2EFB6E70AF7C046B49D57A4B
Q177,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,4,4,4,1,1,easy,1,work_orders,filter|order-by,17B0C21E3C832E9ED133D271B4C81CB0020DF2285371F42EF9ED67EBB809744B,79BFDB10B9BB031FD2889DFCA3C94F7332770252CC15465B3D37207F9AAD157D
Q178,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,4,4,4,1,1,easy,1,work_orders,filter|order-by,860E1BEEDF9B9DD26422DF5545F13124A39290B200257D7BD5319E1520005453,CE5977974313A0E798D09744F8FE4FEAA958C0F2287C43B4CC8B69292DC6101B
Q179,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,07FDE7DFCE282C7DD76FD216F7224153B4888103A0BF28140E3493C57D479621,F0ED8EA714C8C0B275180E9FE64FAC0C47F5D8F5AF0C098B34C57957C468FF55
Q180,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,5A394330D9F144270651F8093D0BC1B322AD6D39CF5A55D6C4E0FE670814DA0F,A81C2E54E08F172544EB63242B016F9D2C4E951F10D2F903E3A18C7549C9D289
Q181,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,01ACBEF0207DD6956E72F4FC0AE28AB023167AC894F47A5D742DA532DD81BB5D,D30540D8BBE3F71B6F9F61D1E657B286E4509F85FD7DF16F841DEA90F15893BA
Q182,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,8FA7FD810865FAE90100F409F02E539A0B541505A5E080037179EACEC76988F3,48DC7CD04363C88A1964AFD28EBDDD1B5277C2D47D156F41A2593149CACB335C
Q183,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,35D6AB8747F5A94ED1395E6FBD12F6C850D13831061BF2A39F960EFA48000687,02CA04C452E0647DCB9DF1AC775A4E0BC5FD95B31FC68274B197A8AFD56F3F65
Q184,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,78C5FF326D8AF488BBCD3CCDE73A2C425AA3FF4B8040505C82AC798283D09C50,22E8D870E63990E136AF70B49847EE94BBA6FED442B882BC29FB0E74533E1530
Q185,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,D5ADB431FC773FE65F0997430990AC3D2BDA0A6830402623F099BC587088F810,007653CD612C66C0D918F9E160FE50EFB94CC966CE71B3FB2A4B392A146A8BF1
Q186,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,A5E2963C1E9EFE3046DC41FC9CBC801B59C14BF4B7FD06B915B383C5384E2CEC,98115A9FDA686A9542013FAC0F706BE730B9F4C123DBEAF5F90A8214FD97CC09
Q187,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,A30A8ED7B2182EEB857228B1455AB37DD0B5E764708DC69953019BD555E554A4,9374C143E83E0B3E14D14B3A4E5233D9306CD3306CEEB84147F1198AF7A1976C
Q188,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,AE4077536BC2DABE87638BE6DE59E3E204926381B9D9EE1031DA2EE3C0D1F927,AAB780DCBD5F0DF417C342643DC86D142939AF166FF7722A1B3FB85C98A7F7B7
Q189,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,131A7E521B5B9B72394BBE0ED0467ECEBBA7111466B1C7E3C860404612EA0C6A,D98E61AC2461FE884779A2E33AECB2CB6135A4C8FB7F1BFCFCDF4DC5D9D20A63
Q190,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,7A010A256F4D6C0042F1EA15672FB24F9926C20519910C7D6FBC50BB3A5C5818,EFD24C88124419AB6CFA9A484FEC049649216A426B7E851C7538E888E304BEE6
Q191,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,D2FEB923BD867FA6782EB7AF6B83DD72581D3EAFD10E2C2F192C3D64A4C27581,6C2A0BA4FA1FE1628C3F46CD680122170923AC74A025001C2472497F11C68272
Q192,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,2981C9D539D09C741502EE1E3C9A501E7205E586754D4FCE6CBCFD8982F89998,C364D4375957255449638F890940C6CDE4EA6BF3B7A4BCB04865B28AFD6DF22B
Q193,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,800BB68F5CFB8E96251459ACA887DCD33906C8B8AD6C319D6021FFDA76A0CAE0,38B2E194AC2954E898AB8FCDF984D782966CD14D9DA136FF01B7B47088244BA6
Q194,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,3018BC41243B319E3E3680DDF5D2CF2B1CA60C85F226E155F1BF35A7AB56722C,6BB25D93830DFB3D0C3CD2BF041F9E80922B66BB6DA70F723325F5241D3924B0
Q195,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,F096A918BADBAD50E5E8AF420891FEDD03AF71507A589515C965C88003F80852,63AD961D29BC7CDD5C8867E491EB6D094E9D2BFB142D594AB3A58921F30394A4
Q196,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,candidate_execution_error,0,1,0,1,0,1,medium,0,asset_types|assets,aggregation|filter|float|join,EDB82B642076C639FB17EAB84B193B8B1146D6E255CBC41EFC50230256EDBA1C,12D9A956469E8B9A07CE652EEB0C29A2EF5322DA2D3E2C50FCD0B5A954BBF5B2
Q197,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,12D16FA0D8173B745F0C4D8A3EC5D8B9CFE01AC32DAF6E5F355ACAC060862676,2BAA500471E7659AEEC8CB26FA6EFF1565751D8F7AB8B43DCE976C15418A8211
Q198,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,candidate_execution_error,0,1,0,1,0,1,medium,0,asset_types|assets,aggregation|filter|float|join,A33F84456179F058BC382FF487E8F4B6A849C46F216AA96422AB7F2B6BE459A6,196985D54C20EA79FAACCBE0C763EEA9B4ABE2DDD16E2DF27A89CEEAE620383A
Q199,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,candidate_execution_error,0,1,0,1,0,1,medium,0,asset_types|assets,aggregation|filter|float|join,DE62C44A642E2F1B17B1E85DF3789280ED43A4B3D2148CFC983A881DD671EE0C,084AAE6809FB4DFCC9D03C63CADDC4AB8F8FD07C6DC079A0A20DF9DA21208BE1
Q200,granite:F01_Full_WithShape,C005,granite:F01_Full_WithShape,correct,1,2,2,2,1,1,hard,1,asset_types|assets|sensor_readings,aggregation|filter|group-by|join|order-by|top-k,137495D90691EAE5785708213B629DDAE21B3A67BD8987356F26611B1CECC30A,B48776A52748FCB7300FC3FDE5674B5984B47ACA419F9E29A4DCF675167ABC66
Q021,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,1,4,1,4,4,easy,1,assets,filter|order-by,970E4B8D027009AD73CB5ED974400AEA7E2677B580FAD7FD0FD0684FE20D0B5E,2198EFD31F4C3DE5080570F611B43AD0FD7047E848954219E9DF97A9F827C3E9
Q022,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,assets,aggregation|filter,D5B25E0025DA4D497DFAD3F205ED0B4E4F4CD5CE017B4F3B94EDC70D69E6D260,F914A2E6E9F067B567649ABA758F096EA3A1E1CB3DDBA17C382A290B9FAF9918
Q023,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,2,6,2,0,5,easy,1,work_orders,filter|order-by|time predicate,38EA0BCA60A95BC37B439CCE615841D4AD2F929B96CAAE887B8D0D4D96C484C3,6AEE6CD3B4332E230E2EC8E78C68AF1603299CB113A49F873577585A88EDA5B8
Q024,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,2,1,2,1,1,easy,1,technicians,filter|order-by,2AE3589C13C9DC755D9F6447FFE778FFDFF8731E2DD17FE1C23BC5ED4E9112E2,4DADD9D2866A7A9EC4CBB9FAB5589851F68C40BE4C9D59E9E3E90DD6C7076DD4
Q025,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,correct,1,2,2,2,3,3,easy,1,assets,aggregation|group-by|order-by,B89286F63F494B2063C2286FF4241BFA0CD9EA0453624AD5751DE7BBB142282E,D29EAC989EAFC3E63F7500F3A9E98EB1F15184AD32C402196341AE3DE68CE4BB
Q026,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,2,1,2,2,2,easy,1,asset_types,filter|order-by,BD750D43C4248E413849866DE4726A9730536CE747EE7E7BAC75745492937955,B7640EEA33B19B3250A81ABCD2181F399349D39D3542338A50610A754D221E5B
Q027,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,2,4,2,3,3,medium,1,technicians|work_orders,filter|join|order-by,BBD58364AD8518D39C845C523C4A00B26F4FD9A234A54D25F02FA1E0E640736D,1A4BE67B2091AA4AC2EF17CC24EB74DB5413795CF480B725012D3E636586D7BF
Q028,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,C73FCE701FDE4E856384DA43D8D329D71BD279042CF34A32E0F7A5B6076DF88E,54DDECAFAC5EBB954C06CEC98597A00BD698E828637CBF6D38BEFEAB15B75DD8
Q029,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,2,3,2,11,11,medium,1,assets|locations,filter|join|order-by,13837F03FA47974039A67DCFDBD5F1F225849D6FED0EBC6F81192491932D345D,BBA836A5D8C3143D2E60FFD9DD3BEC47B774DBF87559ED3439AF15FA16EB0FF1
Q030,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,3,1,3,3,3,easy,1,work_orders,filter|order-by,7B97F4E148E223E2A08D863DC0DEE773FD15BF1947411243AB7BC6AB8E188090,2A1E4E60B4A24E54BCE4125A0A1C839E6D0884F564C6332093253FB180F651DF
Q031,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,3,7,3,4,4,easy,1,sensor_readings,filter|float|order-by,40336EAF4A29D9277110D9AD4DDFBC5469F1F0A79C2B3180D2016938F4A94332,5AC44A498A70D6929187195C8CBD762C06CDF8B3457E1BAE0FCA1A60940AE06E
Q032,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,2,1,2,5,5,medium,1,assets|locations,aggregation|group-by|having|join|order-by,20F538956627D38B46D2E95C333CC617E2204063C5C7F3CBB72DCA96BBFCB955,5AC2DBED21AC5DBFE77961A6BC95DE4DDCD8B93728801304EC44E60A601F0F9D
Q033,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,wrong_denotation,0,2,2,2,4,4,easy,1,work_orders,filter|order-by|time predicate,1AAFFFE6001E6901C5A55C8586CF1E2128EAB57C85A4199DAD11F9D1D04197E9,98CEC50EB6962A60F1AED8C1718E6A1D5E8B8CC51C7BA9A0414BE6C5E27BA955
Q034,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,2,3,2,5,5,easy,1,assets,filter|float|order-by,4793C655F944C1B25668621A7B710255C60DCD68A1B1B68F9CF39DE793970654,09483B77157245C6C5E9BE1610FE8B3DCE75A48D699D70318CA8EE18F9086F5F
Q035,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,wrong_denotation,0,2,2,2,3,3,medium,1,maintenance_logs|work_orders,aggregation|filter|float|group-by|join|order-by,3B548AB895EEB20CCE270CAAE149702B84C7C2B240A00ACE0A3D8250A49B72FC,5FD52A03AE98A268E5699C1401991628C1D6D6181E4988438C7F336F0E4D737F
Q036,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,candidate_shape_mismatch,0,2,3,2,1,1,medium,1,technicians|work_orders,filter|join|order-by,785D8CAC8E64374FA58D6D5B7423B300A3B9AE8321DF4D0F4F920D3CA529D8DA,B2B351D2DD6E4445AF79275FA0F5DA3CFEF62F36CB190170F6DE6E7B351B7943
Q037,granite:F10_Compact_NoShape,C006,granite:F10_Compact_NoShape,wrong_denotation,0,1,1,1,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,D471883A9ECCA8425657504478433A9998D2533A547553737D2B69E056EAFE80,B045E4DE9620345D0E575188F60F3F6D232B47BAFC5F7586F3FD9766816C2247
