sentence_id,source_line,section,subsection,unit_no,sentence_in_unit,words,status,flags,sentence,modification_suggestion
MA_SQLGrid-S0250,241,Materials and Methods,Deterministic Adjudication and Abstention,57,4,14,KEEP,none,"They do not imply semantic correctness, calibrated confidence, or superiority over a simpler policy.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0251,243,Materials and Methods,Deterministic Adjudication and Abstention,58,1,6,KEEP,none,Question-derived shape checks are deliberately weak.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0252,243,Materials and Methods,Deterministic Adjudication and Abstention,58,2,22,KEEP,none,"They detect cues such as ``how many'', ``highest'', ``first'', and explicit limits and compare them with the projected aggregate or ordering structure.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0253,243,Materials and Methods,Deterministic Adjudication and Abstention,58,3,18,KEEP,none,"They do not infer business semantics such as whether ``active'' refers to an asset, alarm, or work-order state.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0254,243,Materials and Methods,Deterministic Adjudication and Abstention,58,4,26,KEEP,none,Lexical value hits likewise reward only presented values traceable to the question and context; they are not evidence that the associated column is the intended one.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0255,243,Materials and Methods,Deterministic Adjudication and Abstention,58,5,14,REVIEW,anaphora_check,These low-bandwidth features keep adjudication inspectable but explain why large tie sets remain possible.,将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0256,245,Materials and Methods,Deterministic Adjudication and Abstention,59,1,4,KEEP,none,Abstention has two layers.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0257,245,Materials and Methods,Deterministic Adjudication and Abstention,59,2,18,KEEP,none,Pre-ranking abstention occurs when no candidate passes safety and execution requirements or when required state coverage is incomplete.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0258,245,Materials and Methods,Deterministic Adjudication and Abstention,59,3,19,KEEP,none,Post-ranking ambiguity is currently resolved by stable order rather than abstention because no pre-registered margin threshold exists in v3.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0259,245,Materials and Methods,Deterministic Adjudication and Abstention,59,4,31,KEEP,none,"The high tie rates observed later show that future work should freeze an ambiguity policy—for example, abstaining on unresolved top ties or requesting a user clarification—before examining new outcomes.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0260,247,Materials and Methods,Deterministic Adjudication and Abstention,60,1,14,KEEP,none,"For this paper, robustness is a vector rather than a universal label (Table [reference]).",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0261,247,Materials and Methods,Deterministic Adjudication and Abstention,60,2,7,KEEP,none,Only tested components are reported as evidence.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0262,310,Materials and Methods,Inherited GridDB Factorial Design,61,1,11,KEEP,none,The paired design crosses context package [formula] and composite hint [formula] .,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0263,310,Materials and Methods,Inherited GridDB Factorial Design,61,2,30,REVIEW,punctuation_load,F00 uses full DDL and global values without the hint; F01 adds the hint; F10 uses compact domain-grounded context without the hint; and F11 combines compact context and the hint.,减少分号/冒号串联，改为完整句或项目化列举
MA_SQLGrid-S0264,310,Materials and Methods,Inherited GridDB Factorial Design,61,3,19,KEEP,none,"The same 180 questions appear in all four cells for each backbone, yielding 720 Qwen and 720 Granite predictions.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0265,312,Materials and Methods,Inherited GridDB Factorial Design,62,1,14,KEEP,none,"Because each question appears in every prompt cell, cell differences are paired within question.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0266,312,Materials and Methods,Inherited GridDB Factorial Design,62,2,17,KEEP,none,The two backbone snapshots form parallel finite-corpus experiments rather than independent replications drawn from a model population.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0267,312,Materials and Methods,Inherited GridDB Factorial Design,62,3,10,KEEP,none,Difficulty labels and normalized-SQL clusters are retained as descriptive structure.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0268,312,Materials and Methods,Inherited GridDB Factorial Design,62,4,21,KEEP,none,"Cluster-based randomization reduces the influence of near-duplicate SQL forms, while composition-sensitivity intervals show how estimates vary when observed clusters are resampled.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0269,312,Materials and Methods,Inherited GridDB Factorial Design,62,5,11,KEEP,none,Neither procedure converts this development-visible synthetic set into a population sample.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0270,314,Materials and Methods,Inherited GridDB Factorial Design,63,1,19,KEEP,none,Qwen2.5-Coder-7B Q4\ K\ M and Granite-3.3-8B Q4\ K\ M were run at temperature zero with fixed snapshots.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0271,314,Materials and Methods,Inherited GridDB Factorial Design,63,2,6,KEEP,none,Each prompt produced exactly one response.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0272,314,Materials and Methods,Inherited GridDB Factorial Design,63,3,18,KEEP,none,The parser retained the first SQL candidate through the first semicolon; the validator then applied the read-only policy.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0273,314,Materials and Methods,Inherited GridDB Factorial Design,63,4,12,KEEP,none,"There was no candidate ranking, multi-agent negotiation, or repair in this experiment.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0274,316,Materials and Methods,Inherited GridDB Factorial Design,64,1,5,KEEP,none,Strict execution equality is primary.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0275,316,Materials and Methods,Inherited GridDB Factorial Design,64,2,9,KEEP,none,A common-target projected-column indicator is a secondary manipulation check.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0276,316,Materials and Methods,Inherited GridDB Factorial Design,64,3,18,KEEP,none,"Paired finite-set contrasts use normalized-SQL clusters as dependence proxies, registered sign-flip tests, composition-sensitivity bootstrap intervals, and Holm correction.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0277,316,Materials and Methods,Inherited GridDB Factorial Design,64,4,12,KEEP,none,"The intervals describe sensitivity to the observed corpus composition, not population confidence.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0278,320,Materials and Methods,"Component, Multi-State, and Public Protocols",65,1,9,KEEP,none,The separately frozen component study contains 700 scored calls.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0279,320,Materials and Methods,"Component, Multi-State, and Public Protocols",65,2,18,KEEP,none,E1 compares candidate generation with and without presented value evidence on 170 paired questions in 61 frozen groups.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0280,320,Materials and Methods,"Component, Multi-State, and Public Protocols",65,3,22,KEEP,none,E2 requests up to three candidates and compares a deterministic reference-answer-independent selector with the first candidate on 180 questions in 70 groups.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0281,320,Materials and Methods,"Component, Multi-State, and Public Protocols",65,4,18,KEEP,none,Question-level paired differences are averaged with equal question weights; bootstrap resampling and sign assignments operate at group level.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0282,320,Materials and Methods,"Component, Multi-State, and Public Protocols",65,5,6,KEEP,none,Selection is sealed before gold loading.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0283,320,Materials and Methods,"Component, Multi-State, and Public Protocols",65,6,12,KEEP,none,"Rescue, harm, and oracle-at-three are descriptive; oracle-at-three is a gold-only upper-bound diagnostic.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0284,320,Materials and Methods,"Component, Multi-State, and Public Protocols",65,7,17,KEEP,none,"The three two-member Holm families are E1 across backbones, E2 across backbones, and the two cross-backbone modifiers.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0285,322,Materials and Methods,"Component, Multi-State, and Public Protocols",66,1,17,KEEP,none,The v5 reliability protocol reproduced all 1440 T0 labels and then executed every prediction over 18 states.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0286,322,Materials and Methods,"Component, Multi-State, and Public Protocols",66,2,13,KEEP,none,The primary 66-question analysis uses a question-weighted logical-AND endpoint over 15 semantic states.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0287,322,Materials and Methods,"Component, Multi-State, and Public Protocols",66,3,14,KEEP,none,A prediction passes only when it agrees with the reference on every included state.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0288,322,Materials and Methods,"Component, Multi-State, and Public Protocols",66,4,20,KEEP,none,"The nine registered contrasts form a separate Holm family; with only 12 structural groups, all [formula] group-sign assignments are enumerated.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0289,322,Materials and Methods,"Component, Multi-State, and Public Protocols",66,5,28,KEEP,none,"The sharp-null interpretation assumes exchangeability of those 12 group signs; the small group count limits randomization resolution, and the groups are dependence proxies rather than sampled deployment clusters.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0290,324,Materials and Methods,"Component, Multi-State, and Public Protocols",67,1,13,KEEP,none,"The BIRD protocol compares direct prompting, decomposition, schema selection, and bounded execution repair.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0291,324,Materials and Methods,"Component, Multi-State, and Public Protocols",67,2,10,KEEP,none,Each method has a fixed call pattern and zero retries.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0292,324,Materials and Methods,"Component, Multi-State, and Public Protocols",67,3,34,KEEP,none,Accuracy and method differences retain equal item weighting over 500 items; pairwise randomization assigns one common sign to all paired item differences within each of 11 databases and applies Holm correction across 12 comparisons.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0293,324,Materials and Methods,"Component, Multi-State, and Public Protocols",67,4,7,KEEP,none,Its sharp-null interpretation assumes database-level sign exchangeability.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0294,324,Materials and Methods,"Component, Multi-State, and Public Protocols",67,5,16,KEEP,none,Eleven clusters give coarse attainable evidence and do not represent a random sample of power-grid databases.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0295,326,Materials and Methods,"Component, Multi-State, and Public Protocols",68,1,10,KEEP,none,The four protocols answer different questions and are not pooled.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0296,326,Materials and Methods,"Component, Multi-State, and Public Protocols",68,2,11,KEEP,none,GridDB factorial cells test prompt-package manipulations on a controlled grid schema.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0297,326,Materials and Methods,"Component, Multi-State, and Public Protocols",68,3,18,KEEP,none,E1 and E2 test presented values and reference-free selection under a prospectively frozen call-and-selection procedure on development-visible items.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0298,326,Materials and Methods,"Component, Multi-State, and Public Protocols",68,4,6,KEEP,none,Formal-v5 tests agreement across constructed states.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0299,326,Materials and Methods,"Component, Multi-State, and Public Protocols",68,5,5,KEEP,none,BIRD tests non-grid workflow portability.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0300,326,Materials and Methods,"Component, Multi-State, and Public Protocols",68,6,16,KEEP,none,A positive result in one protocol cannot substitute for a missing end-to-end multi-agent comparison in another.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0301,328,Materials and Methods,"Component, Multi-State, and Public Protocols",69,1,9,KEEP,none,"For every inferential family, multiplicity is defined before interpretation.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0302,328,Materials and Methods,"Component, Multi-State, and Public Protocols",69,2,30,KEEP,none,"The primary GridDB factorial family, the corrected projected-column family, the three component families, the nine multi-state contrasts, and the BIRD pairings remain separate because their endpoints and experimental units differ.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0303,328,Materials and Methods,"Component, Multi-State, and Public Protocols",69,3,18,KEEP,none,Exact enumeration is used when the registered cluster count permits it; otherwise the retained composition-sensitivity procedure is reported.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0304,328,Materials and Methods,"Component, Multi-State, and Public Protocols",69,4,15,KEEP,none,Effect sizes and complete counts remain visible even when a multiplicity-adjusted rule is not met.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0305,332,Materials and Methods,Retrospective Offline Coordination Diagnostic,70,1,18,KEEP,none,"The replay verifies SHA-256 for two 720-row prediction ledgers and the 25,920-row formal-v5 ledger before reading them.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0306,332,Materials and Methods,Retrospective Offline Coordination Diagnostic,70,2,21,KEEP,none,"For each question it pools the eight existing outputs from two backbones and four prompt cells, canonicalizes SQL, and removes duplicates.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0307,332,Materials and Methods,Retrospective Offline Coordination Diagnostic,70,3,8,KEEP,none,Frozen T0 fields provide execution and metadata-shape evidence.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0308,332,Materials and Methods,Retrospective Offline Coordination Diagnostic,70,4,13,REVISE,legacy_evidence_term,The Critic records counterfactual evidence as unavailable because existing state-agreement labels are gold-relative.,统一为named-state或constructed-state evidence；若是代码中的历史参数名，仅在首次出现时注明
MA_SQLGrid-S0309,334,Materials and Methods,Retrospective Offline Coordination Diagnostic,71,1,5,KEEP,none,This is a coverage diagnostic.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0310,334,Materials and Methods,Retrospective Offline Coordination Diagnostic,71,2,18,KEEP,none,"Candidates were generated under different models and prompt packages; the pool is not a deployable, matched multi-agent run.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0311,334,Materials and Methods,Retrospective Offline Coordination Diagnostic,71,3,12,KEEP,none,No selected output is compared with gold to produce an accuracy number.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0312,338,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,72,1,27,KEEP,none,The release-v3 study reuses exactly eight frozen source slots for each of the 180 GridDB evaluation questions: four Qwen prompt cells followed by four Granite prompt cells.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0313,338,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,72,2,13,REVIEW,anaphora_check,It performs no LLM call and creates no new question or SQL label.,将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0314,338,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,72,3,21,KEEP,none,"Before any method selects, the three methods share one precomputed eight-by-four execution ledger: T0 plus three metamorphic witnesses for every slot.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0315,338,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,72,4,18,KEEP,none,"Thus 5760 is the shared physical evidence-collection count, not a separate natural runtime cost assigned to each selector.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0316,338,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,72,5,34,REVISE,punctuation_load;compressed_numeric_pair;legacy_evidence_term,The fixed-order control then ignores the collected ranking evidence and chooses slot 0; validation-only passes an empty counterfactual mapping and ranks validation evidence only; the full condition requires complete 3/3 reference-free metamorphic invariance.,减少分号/冒号串联，改为完整句或项目化列举；展开K=5与K=10或两个比较对象，避免斜线数值对造成歧义；统一为named-state或constructed-state evidence；若是代码中的历史参数名，仅在首次出现时注明
MA_SQLGrid-S0317,338,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,72,6,8,KEEP,none,Incomplete coverage or no passing candidate causes abstention.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0318,340,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,73,1,21,KEEP,none,"The three query-blind witnesses have distinct SHA-256 values and are built from T0 without reading questions, prompts, predictions, scores, or gold.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0319,340,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,73,2,23,REVIEW,punctuation_load,M1 adds an irrelevant relation and rows; M2 adds harmless indexes and rebuilds storage; M3 adds nullable probe columns to three business tables.,减少分号/冒号串联，改为完整句或项目化列举
MA_SQLGrid-S0320,340,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,73,3,6,KEEP,none,M1 and M2 preserve original-schema denotation.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0321,340,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,73,4,13,KEEP,none,M3 preserves explicitly projected original columns but deliberately allows wildcard projection to fail.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0322,340,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,73,5,17,KEEP,none,Query order is preserved when candidate SQL contains ORDER BY; otherwise rows are compared as a multiset.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0323,340,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,73,6,21,KEEP,none,"The selector sees only question text extracted from frozen prompt ledgers, the schema, eight SQL strings, executor traces, and T0-to-witness equivalence.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0324,340,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,73,7,18,REVIEW,anaphora_check,"It does not see gold SQL, answer-shape metadata, correctness, difficulty, feature tags, required literals, or gold-relative formal-v5 labels.",将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0325,342,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,74,1,10,KEEP,none,These witnesses test metamorphic relations rather than alternative ground-truth answers.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0326,342,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,74,2,28,KEEP,none,"M1 asks whether an irrelevant table changes behavior, M2 whether logically neutral storage changes alter the result, and M3 whether projection is stable when nullable columns are appended.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0327,342,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,74,3,22,KEEP,none,A pass means that the observed result satisfies the registered relation; it does not mean the original query expresses the user's intent.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0328,342,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,74,4,21,KEEP,none,"A fail can reveal brittleness, as with wildcard projection, but may also reflect a transformation outside the intended query equivalence class.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0329,342,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,74,5,16,KEEP,none,"For this reason, witness outcomes enter eligibility only under the disclosed construction and remain reference-free diagnostics.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0330,344,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,75,1,16,KEEP,none,Candidate order is a first-class experimental variable because the adjudicator uses stable order for equal scores.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0331,344,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,75,2,18,KEEP,none,Original order places four Qwen slots before four Granite slots and follows the prompt-cell sequence within each backbone.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0332,344,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,75,3,14,KEEP,none,Reverse-order sensitivity changes only this tie breaker after the same evidence has been collected.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0333,344,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,75,4,18,REVIEW,anaphora_check,"It is therefore a direct diagnostic of unresolved ranking information, not an alternative model or a new sample.",将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0334,344,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,75,5,16,KEEP,none,The large change later observed under reversal motivates an abstention or clarification policy for future work.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0335,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,1,55,REVISE,overlong,"Before v3 execution, a content-bound UTC timestamp, configuration, question-only prompt-derived selection view, two 720-row prediction ledgers, schema, T0, three witness databases, complete witness manifest, exact witness-builder bytes and SHA-256, executor, coordinator, core and release runners, all four regression-test files, and the passing pre-run test record were bound into a 21-artifact manifest with content SHA-256 8b34bc370451173197ad07b460908537836409d6eb49f303caf46d13d53889e6.",拆为2句：首句只陈述主结果/步骤，次句保留限制、原因或适用边界
MA_SQLGrid-S0336,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,2,9,KEEP,none,"The number 21 denotes manifest entries, not test cases.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0337,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,3,21,REVIEW,numeric_density;compressed_numeric_pair,"The restored frozen tree passes 30/30 tests across four files: 10 agent, 9 release-v3, 4 replay, and 7 executor tests.",将密集数值移入表格/括号，仅在句中保留主要估计、方向和不确定性；展开K=5与K=10或两个比较对象，避免斜线数值对造成歧义
MA_SQLGrid-S0338,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,4,31,KEEP,none,The superseded R3 additive suite passed its 10 registered tests but did not cover raw BLOB accounting; it is retained as review provenance rather than counted as a validated FINAL boundary.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0339,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,5,25,REVIEW,compressed_numeric_pair,"A transient 33/33 count produced while the frozen executor path had been overwritten was invalid, was reverted, and is excluded from the evidence record.",展开K=5与K=10或两个比较对象，避免斜线数值对造成歧义
MA_SQLGrid-S0340,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,6,11,KEEP,none,The witness manifest independently binds its builder and three database hashes.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0341,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,7,22,KEEP,none,"Within each v3 run, all 180 blackboards and their decisions were sealed and written before that execution path directly loaded raw gold.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0342,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,8,16,KEEP,none,"Each run retains all 1440 source slots and all [formula] shared attempts, including failures, without retry.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0343,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,9,12,KEEP,none,"Runs v3a and v3b produced byte-identical selection, evaluation, sensitivity, and summary files.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0344,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,10,31,KEEP,none,Independent release audit passed mechanical integrity and descriptive traceability but failed the prior-outcome-independence evidence-class gate: the frozen pre-run test suite had opened v2 gold-derived evaluation rows for these same 180 items.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0345,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,11,24,REVIEW,compressed_numeric_pair,"The machine-readable SUPERSESSION\ NOTICE.json controls interpretation and invalidates conflicting prospective fields in the immutable historical configuration, summaries, and internal 29/29 mechanical audit.",展开K=5与K=10或两个比较对象，避免斜线数值对造成歧义
MA_SQLGrid-S0346,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,12,15,KEEP,none,"V3 is therefore deterministic descriptive re-execution, not a scientific release independent of prior same-item outcomes.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0347,346,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,76,13,12,KEEP,none,V1 and v2 remain preserved diagnostic predecessors and are excluded from claims.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0348,348,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,77,1,26,KEEP,none,"Descriptive endpoints are strict execution accuracy over all 180 questions, coverage and abstention, complete-three-witness invariance of the selected candidate, and rescue/harm relative to fixed order.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0349,348,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,77,2,30,REVIEW,compressed_numeric_pair,"The retained sensitivity matrix crosses three weight policies, invariant-pass thresholds of 1/3, 2/3, and 3/3 while always requiring complete observation, and original versus reversed candidate-order tie breaking.",展开K=5与K=10或两个比较对象，避免斜线数值对造成歧义
MA_SQLGrid-S0350,348,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,77,3,15,KEEP,none,"Because same-item outcomes were accessible before v3, this matrix is reported only as descriptive analysis.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0351,350,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,78,1,19,KEEP,none,The later FINAL executor is a post-review engineering correction and is not part of the historical v3 test count.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0352,350,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,78,2,25,KEEP,none,"Its 14-test suite closes the raw-BLOB accounting defect found during R3 review, while the immutable R3 implementation and reviews remain preserved outside this FINAL candidate.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0353,350,Materials and Methods,Deterministic Descriptive Offline Re-Execution Study v3,78,3,11,KEEP,none,No v3 result was rerun or reinterpreted with the corrected boundary.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0354,354,Materials and Methods,Generative-AI Assistance and Author Responsibility,79,1,26,KEEP,none,The local SQL-generation experiments used the explicitly identified Qwen2.5-Coder-7B-Instruct Q4\ K\ M and Granite-3.3-8B-Instruct Q4\ K\ M snapshots under the frozen protocols described above.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0355,354,Materials and Methods,Generative-AI Assistance and Author Responsibility,79,2,43,REVIEW,long,"Separately, during reconstruction and revision of this manuscript, the authors used the OpenAI Codex agent interface to propose and edit prose, suggest experimental and audit checks, review and draft Python/ code, assemble provenance and response matrices, and assist local build and visual-quality checks.",检查能否在转折词或分号处拆句，减少单句信息负荷
MA_SQLGrid-S0356,354,Materials and Methods,Generative-AI Assistance and Author Responsibility,79,3,31,KEEP,none,"The exact backend model identifier and version for every Codex session were not retained in the project records; this provenance boundary is reported explicitly, and no unrecorded model identifier is inferred.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0357,356,Materials and Methods,Generative-AI Assistance and Author Responsibility,80,1,27,KEEP,none,"All executable suggestions were run locally against retained inputs, and reported numerical results were taken from frozen or independently recomputed ledgers rather than accepted from generated prose.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0358,356,Materials and Methods,Generative-AI Assistance and Author Responsibility,80,2,16,KEEP,none,"The authors retained responsibility for protocol authorization, evidence-class decisions, interpretation, citations, declarations, and the final manuscript.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0359,356,Materials and Methods,Generative-AI Assistance and Author Responsibility,80,3,12,KEEP,none,Codex output was not treated as qualified power-system expert annotation or adjudication.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0360,356,Materials and Methods,Generative-AI Assistance and Author Responsibility,80,4,18,KEEP,none,External machine-generated question–SQL candidates remain labeled machine silver and do not become human gold through model review.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0361,356,Materials and Methods,Generative-AI Assistance and Author Responsibility,80,5,17,KEEP,none,All six scientific figures are deterministic code-native graphics with file-level lineage; no generative-image model supplied quantitative evidence.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0362,360,Results,,81,1,20,KEEP,none,No result in this section estimates the benefit of the five-role architecture relative to a call-matched single-agent or monolithic controller.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0363,360,Results,,81,2,25,KEEP,none,"RQ1 is answered only by software conformance: typed traces, fail-closed coverage, read-only enforcement, deterministic replay, and retained failures behaved as specified in the reported tests.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0364,360,Results,,81,3,16,KEEP,none,The remaining subsections report inherited prompt/component experiments and outcome-exposed historical-pool diagnostics under their separate estimands.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0365,364,Results,Complete GridDB Cell Results,82,1,15,KEEP,none,"All 1440 scheduled predictions are present, and independent SQLite re-execution reproduced the stored execution verdicts.",句式、术语和承接未见明显问题，可保留
